YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2014,Maryland,"1st,2nd,3rd,or 4th grade",5
2014,Maryland,5th or 6th grade,17
2014,Maryland,7th and 8th grade,24
2014,Maryland,9th grade,43
2014,Maryland,Associate degree in college - academic program,51
2014,Maryland,Associate degree in college - occupation/vocation program,35
2014,Maryland,Bachelor's degree,247
2014,Maryland,Children,316
2014,Maryland,Doctorate degree,36
2014,Maryland,High school graduate - high school diploma or equivalent,284
2014,Maryland,Less than 1st grade,2
2014,Maryland,Master's degree,121
2014,Maryland,Professional school degree,22
2014,Maryland,Some college but no degree,206
2014,Massachusetts,10th grade,24
2014,Massachusetts,11th grade,24
2014,Massachusetts,12th grade no diploma,10
2014,Massachusetts,"1st,2nd,3rd,or 4th grade",5
2014,Massachusetts,5th or 6th grade,7
2014,Massachusetts,7th and 8th grade,14
2014,Massachusetts,9th grade,22
2014,Massachusetts,Associate degree in college - academic program,47
2014,Massachusetts,Associate degree in college - occupation/vocation program,12
2014,Massachusetts,Bachelor's degree,153
2014,Massachusetts,Children,169
2014,Massachusetts,Doctorate degree,20
2014,Massachusetts,High school graduate - high school diploma or equivalent,131
2014,Massachusetts,Less than 1st grade,4
2014,Massachusetts,Master's degree,73
2014,Massachusetts,Professional school degree,15
2014,Massachusetts,Some college but no degree,110
2014,Michigan,10th grade,53
2014,Michigan,11th grade,60
2014,Michigan,12th grade no diploma,7
2014,Michigan,"1st,2nd,3rd,or 4th grade",4
2014,Michigan,5th or 6th grade,2
2014,Michigan,7th and 8th grade,27
2014,Michigan,9th grade,33
2014,Michigan,Associate degree in college - academic program,50
2014,Michigan,Associate degree in college - occupation/vocation program,37
2014,Michigan,Bachelor's degree,190
2014,Michigan,Children,341
2014,Michigan,Doctorate degree,17
2014,Michigan,High school graduate - high school diploma or equivalent,323
2014,Michigan,Less than 1st grade,3
2014,Michigan,Master's degree,84
2014,Michigan,Professional school degree,11
2014,Michigan,Some college but no degree,215
2014,Minnesota,10th grade,29
2014,Minnesota,11th grade,38
2014,Minnesota,12th grade no diploma,18
2014,Minnesota,"1st,2nd,3rd,or 4th grade",2
2014,Minnesota,5th or 6th grade,6
2014,Minnesota,7th and 8th grade,22
2014,Minnesota,9th grade,21
2014,Minnesota,Associate degree in college - academic program,73
2014,Minnesota,Associate degree in college - occupation/vocation program,95
2014,Minnesota,Bachelor's degree,236
2014,Minnesota,Children,335
2014,Minnesota,Doctorate degree,14
2014,Minnesota,High school graduate - high school diploma or equivalent,234
2014,Minnesota,Less than 1st grade,8
2014,Minnesota,Master's degree,101
2014,Minnesota,Professional school degree,14
2014,Minnesota,Some college but no degree,175
2014,Mississippi,10th grade,27
2014,Mississippi,11th grade,36
2014,Mississippi,12th grade no diploma,15
2014,Mississippi,"1st,2nd,3rd,or 4th grade",7
2014,Mississippi,5th or 6th grade,6
2014,Mississippi,7th and 8th grade,23
2014,Mississippi,9th grade,18
2014,Mississippi,Associate degree in college - academic program,29
2014,Mississippi,Associate degree in college - occupation/vocation program,20
2014,Mississippi,Bachelor's degree,67
2014,Mississippi,Children,134
2014,Mississippi,Doctorate degree,2
2014,Mississippi,High school graduate - high school diploma or equivalent,160
2014,Mississippi,Less than 1st grade,1
2014,Mississippi,Master's degree,26
2014,Mississippi,Professional school degree,5
2014,Mississippi,Some college but no degree,79
2014,Missouri,10th grade,32
2014,Missouri,11th grade,32
2014,Missouri,12th grade no diploma,7
2014,Missouri,"1st,2nd,3rd,or 4th grade",2
2014,Missouri,5th or 6th grade,5
2014,Missouri,7th and 8th grade,29
2014,Missouri,9th grade,26
2014,Missouri,Associate degree in college - academic program,46
2014,Missouri,Associate degree in college - occupation/vocation program,33
2014,Missouri,Bachelor's degree,137
2014,Missouri,Children,260
2014,Missouri,Doctorate degree,8
2014,Missouri,High school graduate - high school diploma or equivalent,236
2014,Missouri,Less than 1st grade,1
2014,Missouri,Master's degree,52
2014,Missouri,Professional school degree,8
2014,Missouri,Some college but no degree,149
2014,Montana,10th grade,13
2014,Montana,11th grade,14
2014,Montana,12th grade no diploma,3
2014,Montana,5th or 6th grade,1
2014,Montana,7th and 8th grade,8
2014,Montana,9th grade,10
2014,Montana,Associate degree in college - academic program,9
2014,Montana,Associate degree in college - occupation/vocation program,15
2014,Montana,Bachelor's degree,92
2014,Montana,Children,136
2014,Montana,Doctorate degree,5
2014,Montana,High school graduate - high school diploma or equivalent,133
2014,Montana,Master's degree,20
2014,Montana,Professional school degree,3
2014,Montana,Some college but no degree,81
2014,Nebraska,10th grade,17
2014,Nebraska,11th grade,27
2014,Nebraska,12th grade no diploma,14
2014,Nebraska,"1st,2nd,3rd,or 4th grade",4
2014,Nebraska,5th or 6th grade,4
2014,Nebraska,7th and 8th grade,21
2014,Nebraska,9th grade,23
2014,Nebraska,Associate degree in college - academic program,41
2014,Nebraska,Associate degree in college - occupation/vocation program,40
2014,Nebraska,Bachelor's degree,132
2014,Nebraska,Children,203
2014,Nebraska,Doctorate degree,11
2014,Nebraska,High school graduate - high school diploma or equivalent,175
2014,Nebraska,Master's degree,35
2014,Nebraska,Professional school degree,4
2014,Nebraska,Some college but no degree,116
2014,Nevada,10th grade,21
2014,Nevada,11th grade,20
2014,Nevada,12th grade no diploma,18
2014,Nevada,"1st,2nd,3rd,or 4th grade",3
2014,Nevada,5th or 6th grade,17
2014,Nevada,7th and 8th grade,11
2014,Nevada,9th grade,26
2014,Nevada,Associate degree in college - academic program,41
2014,Nevada,Associate degree in college - occupation/vocation program,26
2014,Nevada,Bachelor's degree,101
2014,Nevada,Children,220
2014,Nevada,Doctorate degree,13
2014,Nevada,High school graduate - high school diploma or equivalent,191
2014,Nevada,Less than 1st grade,1
2014,Nevada,Master's degree,33
2014,Nevada,Professional school degree,11
2014,Nevada,Some college but no degree,139
2014,New Hampshire,10th grade,39
2014,New Hampshire,11th grade,25
2014,New Hampshire,12th grade no diploma,10
2014,New Hampshire,"1st,2nd,3rd,or 4th grade",1
2014,New Hampshire,5th or 6th grade,2
2014,New Hampshire,7th and 8th grade,17
2014,New Hampshire,9th grade,21
2014,New Hampshire,Associate degree in college - academic program,65
2014,New Hampshire,Associate degree in college - occupation/vocation program,37
2014,New Hampshire,Bachelor's degree,207
2014,New Hampshire,Children,233
2014,New Hampshire,Doctorate degree,15
2014,New Hampshire,High school graduate - high school diploma or equivalent,246
2014,New Hampshire,Less than 1st grade,3
2014,New Hampshire,Master's degree,67
2014,New Hampshire,Professional school degree,10
2014,New Hampshire,Some college but no degree,148
2014,New Jersey,10th grade,29
2014,New Jersey,11th grade,48
2014,New Jersey,12th grade no diploma,20
2014,New Jersey,"1st,2nd,3rd,or 4th grade",6
2014,New Jersey,5th or 6th grade,11
2014,New Jersey,7th and 8th grade,29
2014,New Jersey,9th grade,16
2014,New Jersey,Associate degree in college - academic program,37
2014,New Jersey,Associate degree in college - occupation/vocation program,23
2014,New Jersey,Bachelor's degree,218
2014,New Jersey,Children,215
2014,New Jersey,Doctorate degree,13
2014,New Jersey,High school graduate - high school diploma or equivalent,248
2014,New Jersey,Less than 1st grade,2
2014,New Jersey,Master's degree,92
2014,New Jersey,Professional school degree,16
2014,New Jersey,Some college but no degree,113
2014,New Mexico,10th grade,18
2014,New Mexico,11th grade,14
2014,New Mexico,12th grade no diploma,8
2014,New Mexico,"1st,2nd,3rd,or 4th grade",3
2014,New Mexico,5th or 6th grade,7
2014,New Mexico,7th and 8th grade,9
2014,New Mexico,9th grade,8
2014,New Mexico,Associate degree in college - academic program,23
2014,New Mexico,Associate degree in college - occupation/vocation program,12
2014,New Mexico,Bachelor's degree,53
2014,New Mexico,Children,97
2014,New Mexico,Doctorate degree,5
2014,New Mexico,High school graduate - high school diploma or equivalent,99
2014,New Mexico,Master's degree,27
2014,New Mexico,Professional school degree,2
2014,New Mexico,Some college but no degree,66
2014,New York,10th grade,55
2014,New York,11th grade,73
2014,New York,12th grade no diploma,48
2014,New York,"1st,2nd,3rd,or 4th grade",16
2014,New York,5th or 6th grade,38
2014,New York,7th and 8th grade,50
2014,New York,9th grade,62
2014,New York,Associate degree in college - academic program,110
2014,New York,Associate degree in college - occupation/vocation program,51
2014,New York,Bachelor's degree,382
2014,New York,Children,540
2014,New York,Doctorate degree,30
2014,New York,High school graduate - high school diploma or equivalent,475
2014,New York,Less than 1st grade,12
2014,New York,Master's degree,197
2014,New York,Professional school degree,23
2014,New York,Some college but no degree,293
2014,North Carolina,10th grade,48
2014,North Carolina,11th grade,39
2014,North Carolina,12th grade no diploma,13
2014,North Carolina,"1st,2nd,3rd,or 4th grade",11
2014,North Carolina,5th or 6th grade,9
2014,North Carolina,7th and 8th grade,26
2014,North Carolina,9th grade,40
2014,North Carolina,Associate degree in college - academic program,43
2014,North Carolina,Associate degree in college - occupation/vocation program,51
2014,North Carolina,Bachelor's degree,144
2014,North Carolina,Children,288
2014,North Carolina,Doctorate degree,8
2014,North Carolina,High school graduate - high school diploma or equivalent,309
2014,North Carolina,Less than 1st grade,2
2014,North Carolina,Master's degree,54
2014,North Carolina,Professional school degree,11
2014,North Carolina,Some college but no degree,175
2014,North Dakota,10th grade,9
2014,North Dakota,11th grade,14
2014,North Dakota,12th grade no diploma,2
2014,North Dakota,"1st,2nd,3rd,or 4th grade",2
2014,North Dakota,5th or 6th grade,2
2014,North Dakota,7th and 8th grade,17
2014,North Dakota,9th grade,10
2014,North Dakota,Associate degree in college - academic program,51
2014,North Dakota,Associate degree in college - occupation/vocation program,41
2014,North Dakota,Bachelor's degree,110
2014,North Dakota,Children,161
2014,North Dakota,Doctorate degree,6
2014,North Dakota,High school graduate - high school diploma or equivalent,147
2014,North Dakota,Less than 1st grade,1
2014,North Dakota,Master's degree,24
2014,North Dakota,Professional school degree,8
2014,North Dakota,Some college but no degree,98
2014,Ohio,10th grade,44
2014,Ohio,11th grade,46
2014,Ohio,12th grade no diploma,15
2014,Ohio,"1st,2nd,3rd,or 4th grade",4
2014,Ohio,5th or 6th grade,3
2014,Ohio,7th and 8th grade,54
2014,Ohio,9th grade,32
2014,Ohio,Associate degree in college - academic program,70
2014,Ohio,Associate degree in college - occupation/vocation program,58
2014,Ohio,Bachelor's degree,196
2014,Ohio,Children,386
2014,Ohio,Doctorate degree,11
2014,Ohio,High school graduate - high school diploma or equivalent,412
2014,Ohio,Less than 1st grade,2
2014,Ohio,Master's degree,76
2014,Ohio,Professional school degree,14
2014,Ohio,Some college but no degree,218
2014,Oklahoma,10th grade,25
2014,Oklahoma,11th grade,23
2014,Oklahoma,12th grade no diploma,12
2014,Oklahoma,"1st,2nd,3rd,or 4th grade",1
2014,Oklahoma,5th or 6th grade,1
2014,Oklahoma,7th and 8th grade,11
2014,Oklahoma,9th grade,18
2014,Oklahoma,Associate degree in college - academic program,27
2014,Oklahoma,Associate degree in college - occupation/vocation program,21
2014,Oklahoma,Bachelor's degree,89
2014,Oklahoma,Children,173
2014,Oklahoma,Doctorate degree,5
2014,Oklahoma,High school graduate - high school diploma or equivalent,167
2014,Oklahoma,Less than 1st grade,3
2014,Oklahoma,Master's degree,25
2014,Oklahoma,Professional school degree,3
2014,Oklahoma,Some college but no degree,107
2014,Oregon,10th grade,24
2014,Oregon,11th grade,23
2014,Oregon,12th grade no diploma,12
2014,Oregon,"1st,2nd,3rd,or 4th grade",5
2014,Oregon,5th or 6th grade,8
2014,Oregon,7th and 8th grade,14
2014,Oregon,9th grade,28
2014,Oregon,Associate degree in college - academic program,42
2014,Oregon,Associate degree in college - occupation/vocation program,29
2014,Oregon,Bachelor's degree,142
2014,Oregon,Children,230
2014,Oregon,Doctorate degree,13
2014,Oregon,High school graduate - high school diploma or equivalent,195
2014,Oregon,Less than 1st grade,3
2014,Oregon,Master's degree,39
2014,Oregon,Professional school degree,7
2014,Oregon,Some college but no degree,136
2014,Pennsylvania,10th grade,44
2014,Pennsylvania,11th grade,42
2014,Pennsylvania,12th grade no diploma,20
2014,Pennsylvania,"1st,2nd,3rd,or 4th grade",2
2014,Pennsylvania,5th or 6th grade,8
2014,Pennsylvania,7th and 8th grade,28
2014,Pennsylvania,9th grade,47
2014,Pennsylvania,Associate degree in college - academic program,63
2014,Pennsylvania,Associate degree in college - occupation/vocation program,51
2014,Pennsylvania,Bachelor's degree,256
2014,Pennsylvania,Children,370
2014,Pennsylvania,Doctorate degree,13
2014,Pennsylvania,High school graduate - high school diploma or equivalent,470
2014,Pennsylvania,Less than 1st grade,1
2014,Pennsylvania,Master's degree,89
2014,Pennsylvania,Professional school degree,20
2014,Pennsylvania,Some college but no degree,192
2014,Rhode Island,10th grade,33
2014,Rhode Island,11th grade,27
2014,Rhode Island,12th grade no diploma,15
2014,Rhode Island,"1st,2nd,3rd,or 4th grade",7
2014,Rhode Island,5th or 6th grade,4
2014,Rhode Island,7th and 8th grade,16
2014,Rhode Island,9th grade,26
2014,Rhode Island,Associate degree in college - academic program,38
2014,Rhode Island,Associate degree in college - occupation/vocation program,31
2014,Rhode Island,Bachelor's degree,110
2014,Rhode Island,Children,156
2014,Rhode Island,Doctorate degree,12
2014,Rhode Island,High school graduate - high school diploma or equivalent,140
2014,Rhode Island,Less than 1st grade,1
2014,Rhode Island,Master's degree,75
2014,Rhode Island,Professional school degree,9
2014,Rhode Island,Some college but no degree,104
2014,South Carolina,10th grade,25
2014,South Carolina,11th grade,32
2014,South Carolina,12th grade no diploma,9
2014,South Carolina,"1st,2nd,3rd,or 4th grade",4
2014,South Carolina,5th or 6th grade,3
2014,South Carolina,7th and 8th grade,16
2014,South Carolina,9th grade,21
2014,South Carolina,Associate degree in college - academic program,36
2014,South Carolina,Associate degree in college - occupation/vocation program,25
2014,South Carolina,Bachelor's degree,91
2014,South Carolina,Children,171
2014,South Carolina,Doctorate degree,5
2014,South Carolina,High school graduate - high school diploma or equivalent,200
2014,South Carolina,Less than 1st grade,1
2014,South Carolina,Master's degree,41
2014,South Carolina,Professional school degree,4
2014,South Carolina,Some college but no degree,102
2014,South Dakota,10th grade,22
